Lipid,Genotype_WT__Brain_Region_cerebellum,Genotype_WT__Brain_Region_cerebellum,Genotype_WT__Brain_Region_cerebellum,Genotype__WT___Brain_Region__hippo,Genotype__WT___Brain_Region__hippo,Genotype__WT___Brain_Region__hippo
PE (24:0),41494.10330200195,50166.40313720703,29350.78227996826,41560.022872924805,41295.20309448242,33904.96186828613
PE (26:0),108794.40975952148,107603.26760864258,85950.72802734375,96859.08624267578,98177.4859008789,72471.06517028809
PE (26:1),114405.24755859376,124908.92846679688,104153.94787597656,121107.60864257812,116782.46850585938,104919.30712890624
PE (28:0),46461.10301208496,55832.76373291016,38041.66352844238,52136.662658691406,52172.60412597656,34640.96250915527
PE (28:1),44847.8432006836,47044.22302246094,36383.58251953125,44220.12316894531,43491.26330566406,33705.482177734375
PE (28:2),127293.3486328125,134356.74877929688,124148.0478515625,129608.32934570312,138689.349609375,116700.02746582033
PE (30:0),77998.84545898438,81474.98608398438,69708.2646484375,81496.76538085938,81101.92565917969,70382.06481933594
PE (30:1),64672.32440185547,50875.40286254883,56101.74407958984,52558.024322509766,51788.38320922852,46308.02331542969
PE (30:2),47514.12353515625,45942.26318359375,37625.68290710449,48958.66369628906,48445.52290344238,34740.76240539551
PE (30:3),49586.82400512695,48460.54321289063,42475.9227142334,46851.52331542969,44321.46353149414,34036.50228881836
PE (30:4),46059.983169555664,42279.78269958496,37522.182678222656,44061.3228302002,43484.34329223633,29198.56202697754
PE (32:0),238898.05535888672,253977.5993041992,177779.63500976562,235773.85467529297,247964.35681152344,173579.83303833008
PE (32:1),49765.9030456543,59363.32473754883,41444.0428314209,50416.90365600586,52911.8037109375,40300.86306762695
PE (32:2),78673.74548339844,82317.96475219727,64972.04431152344,77358.9458618164,78640.70446777344,78354.88635253906
PE (32:3),164598.79232788086,169432.2335510254,152572.09169006348,176691.47052001953,178974.05419921875,182285.79399108887
PE (32:4),84777.94641113281,70591.56460571289,60736.12438964844,72803.66616821289,72476.96487426758,58979.92387390137
PE (32:5),64017.52453613281,66639.38494873047,52464.384033203125,301849.82287597656,62305.26446533203,50900.243896484375
PE (34:1),137438.52880859375,654004.5463867188,84888.52676391602,112135.12887573242,169469.21209716797,178431.5951538086
PE (34:2),68071.52478027344,121064.40872192384,51479.743713378906,59683.94404602051,60077.52410888672,58651.923736572266
PE (34:3),56319.06454467773,62887.803955078125,45106.10330200195,56413.88391113281,55923.38397216797,42465.46319580078
PE (34:4),48724.36389160156,49353.80372619629,34664.642822265625,46857.543395996094,48519.98294067383,36337.12278747559
PE (34:5),105582.5466003418,98256.60763549805,82993.12585449219,116700.08865356444,93881.1455078125,72845.98544311523
PE (34:6),63483.78427124024,64146.904846191406,50281.12350463867,112020.38635253906,61395.684631347656,50005.38317871094
PE (36:0),95463.0068359375,273685.3167114258,69495.06494140625,103312.9464111328,128972.02883911131,124607.12768554688
PE (36:1),187309.4917602539,851396.3930664062,105445.5679321289,150529.97076416016,192602.7321166992,228989.95416259769
PE (36:3),83766.0659790039,156197.19140625,63962.1044921875,78074.70526123047,88794.52551269531,79327.86614990234
PE (36:4),114540.52801513672,365245.6709594727,83470.56671142578,142323.13110351562,212909.3133544922,201924.2946166992
PE (36:5),64715.42462158203,84528.3669128418,51848.18365478516,60648.50375366211,65319.92459106445,53462.08337402344
PE (36:6),62251.14422607422,56492.50439453125,50166.76348876953,66794.52532958984,61342.40490722656,53516.103759765625
PE (36:7),49935.383850097656,59919.26373291016,43055.903259277344,51529.70385742188,50218.323638916016,41648.96304321289
PE (36:8),91969.74658203124,157611.10986328125,65168.30490112305,76205.1455078125,80093.08514404297,71274.2446899414
PE (38:0),121305.048828125,449594.1297607422,87071.92608642578,134704.96978759766,157630.7899169922,162306.8099975586
PE (38:0)_2,114963.80786132812,447756.81506347656,83256.54577636719,132708.82983398438,155252.9287109375,160129.6923828125
PE (38:1),101910.9873046875,239203.79327392575,70142.10552978516,98369.44647216795,96878.24713134766,90289.98583984376
PE (38:2),99290.76763916016,192592.7349853516,74489.80529785156,80244.68615722656,83410.38571166992,76378.66479492188
PE (38:3),108457.54663085938,333156.1867675781,72164.18557739258,146073.1885986328,200876.7137451172,194966.27319335935
PE (38:5),174746.8935546875,858360.7888183594,119646.28930664062,173846.97064208984,260921.21997070312,253944.4948120117
PE (38:6),233563.43658447263,1437822.1901245115,160454.07318115234,296464.73986816406,484209.3832397461,525878.2763671875
PE (38:7),383183.8858642578,504993.1951293945,341919.59704589844,327741.7397460937,386210.088256836,507042.868347168
PE (38:8),94740.02709960938,120944.68884277344,73645.0053100586,74431.96447753906,76320.56567382812,72529.78521728516
PE (38:9),98424.28686523438,180632.7131958008,72857.26470947266,86854.54583740234,77777.2251586914,78478.62518310547
PE (40:0) | PEp (42:6),863101.220703125,964731.7416992188,663404.1649780273,724774.1387939453,814250.5534667969,571985.6387939453
PE (40:0) | PEp (42:6)_2,797074.9273071289,858877.0134277344,617011.5448608398,679525.7001953125,701337.6924438477,533587.0078735352
PE (40:1),61487.02392578125,68683.30505371094,48835.92352294922,60119.84387207031,59011.16442871094,52186.68353271485
PE (40:10),97956.90563964844,126089.22839355467,77328.0249633789,95063.46704101562,110046.14739990234,107620.90631103516
PE (40:2),86219.96612548828,108429.28631591795,72162.66500854492,113209.74835205078,87569.3657836914,79075.48504638672
PE (40:3),78717.74517822266,108042.64752197266,62405.58441162109,85724.40606689453,89004.38525390625,75306.4652709961
PE (40:4),110226.62866210938,332717.4022216797,83945.50610351562,157827.95080566406,235512.6371459961,205376.81317138672
PE (40:5),144000.5712890625,651135.5468139648,90821.50653076172,160225.27221679688,224993.8358154297,227062.451171875
PE (40:7),139402.1300048828,614036.2987060547,107290.46813964844,153381.9522705078,183747.09313964844,166646.31176757812
PE (40:8),85945.04669189453,104878.2465209961,68019.6650390625,83447.58660888672,89308.98571777344,69000.82531738281
PE (40:9),74013.38586425781,85176.16693115234,54157.583984375,76824.02557373047,73816.24584960938,62780.94445800781
PE (42:0),52299.70397949219,57476.564361572266,43689.50329589844,62103.08404541016,53817.16397094727,39326.183197021484
PE (42:1),68985.80444335938,69604.48449707031,55162.52340698242,65519.50540161133,70196.28509521484,64567.984375
PE (42:10),96527.12731933594,121995.2875366211,67637.30456542969,86566.56646728516,95764.58465576172,70341.48449707031
PE (42:11),346425.1836547852,371354.4998779297,259050.5936279297,290554.81951904297,280566.17932128906,230996.53704833984
PE (42:2),94122.12670898438,98979.3677368164,70512.68420410156,88260.82513427734,104298.94635009766,80198.26544189453
PE (42:2)_2,94317.62545776369,93337.76666259766,65895.40441894531,84549.60470581055,95178.58724975586,76725.82623291016
PE (42:3),87602.2855834961,91978.88610839844,63840.405334472656,80408.94598388672,86417.08514404297,64282.884033203125
PE (42:4),48776.92330932617,58308.34399414063,41187.403259277344,52088.6838684082,53156.463134765625,40667.0029296875
PE (42:5),49398.16339111328,54551.12384033203,40978.2829284668,53057.16363525391,53827.3037109375,42839.32336425781
PE (42:6),55790.16436767578,65449.26452636719,47494.70294189453,55623.96380615234,55851.14392089844,43148.06314086914
PE (42:7),63867.28466796875,82184.80624389648,48166.0634765625,64177.40460205078,59271.9447631836,49385.68371582031
PE (42:9),91867.96673583984,108861.44927978516,72533.46478271484,84289.90618896484,92345.34600830078,79253.08590698242
PE (44:0),37056.042892456055,36795.54278564453,28603.60186767578,45336.58337402344,40328.282890319824,28529.60178375244
PE (44:1),38907.14303588867,36787.502197265625,29939.20211791992,39634.203125,36901.74275970459,29996.16241455078
PE (44:12),53650.88342285156,133113.7494506836,43609.44305419922,54226.60452270508,51576.48370361328,39589.68264770508
PE (44:2),40639.28302001953,39750.262939453125,30884.78219604492,39453.70297241211,39591.76249694824,31088.20217895508
PE (44:3),42172.84289550781,41325.72317504883,34986.90252685547,43475.38265991211,41041.44250488281,32310.54214477539
PE (44:4),39628.24285888672,38772.32263183594,32854.6423034668,40132.222747802734,42278.96273803711,28749.402114868164
PE (44:5),49110.32339477539,44953.18322753906,33331.282318115234,45982.8232421875,46399.4631652832,34264.0224609375
PE (44:6),48718.10363769531,48154.60357666016,39028.502990722656,43923.80337524414,47911.403381347656,37634.0426940918
PE (44:7),53625.52325439453,46385.583251953125,41015.963134765625,51300.06365966797,48806.60363769531,41128.662658691406
PE (44:8),47270.56289672852,45291.96304321289,37866.70251464844,50418.28308105469,46012.403259277344,38508.54254150391
PE (46:1),35952.602935791016,35078.12237548828,30622.002151489258,31876.08221435547,36917.66253662109,27632.481910705566
PE (52:4),23377.76155090332,26356.641815185547,19531.88136291504,24187.70178222656,23526.021484375,19176.801315307617
PEo (18:0),75903.28526306152,69617.58444213867,70900.70501708984,68088.34405517578,66571.08517456055,78378.76693725586
PEo (18:1),145145.56640625,105032.86602783205,136572.67150878906,109239.18850708008,135530.58767318726,190118.36892700195
PEo (20:0),35662.482177734375,62488.6442565918,27152.581939697266,35613.00216674805,33182.06246948242,29272.562103271484
PEo (28:0),56641.904205322266,61203.54501342773,46655.303771972656,59239.76473999024,59535.46432495117,46987.74301147461
PEo (30:0),488390.36541748047,510806.88150024414,440954.44958496094,378353.2616577149,578905.7716674805,822827.6024475098
PEo (32:1),65783.625,73124.98541259766,68925.06433105469,67421.98468017578,73580.26403808594,63721.384338378906
PEo (32:5),50271.22326660156,48045.22314453125,43034.68295288086,51560.80325317383,46728.762786865234,37026.002502441406
PEo (34:0),59016.82403564453,72418.28576660156,47907.243255615234,59119.803955078125,60086.18377685547,60737.84414672852
PEo (34:1),70884.02517700195,136385.93057250977,54739.92367553711,63923.82458496094,71350.74481201172,63323.06378173828
PEo (34:2),96710.9457397461,166934.23114013672,68667.42346191406,76823.70556640625,85317.30572509766,78987.34591674805
PEo (34:3),55066.62350463867,53616.88360595703,41877.46267700195,51254.22296142578,50928.58319091797,39389.42266845703
PEo (34:4),54336.42413330078,50662.92333984375,42188.76245117188,67384.94439697266,53790.38397216797,40294.30340576172
PEo (36:0),48901.46350097656,55163.123931884766,42337.28341674805,51120.86376953125,46126.7239074707,41524.72317504883
PEo (36:1),83005.94543457031,151652.42962646484,62138.86447143555,64319.28472900391,65816.24432373047,63164.76403808594
PEo (36:2),98983.92877197266,258222.91870117188,67078.62475585938,66350.66421508789,67611.78497314453,66696.0844116211
PEo (36:3),97892.88729858398,295060.06341552734,67448.92413330078,74987.84545898438,76933.68505859375,71872.90441894531
PEo (36:4),71083.14462280273,97940.46701049805,49375.0837097168,75967.44512939453,79799.72631835938,60569.66442871094
PEo (36:5),57050.98428344727,86392.96536254883,41945.702545166016,57460.804107666016,61903.16452026367,57476.10424804688
PEo (38:0),282501.4990234375,366532.5550842285,232319.2980041504,251507.4571533203,302816.6423339844,366533.798828125
PEo (38:1),83345.66485595703,109614.48803710938,66710.58428955078,71408.36505126953,75775.18572998047,67459.20495605469
PEo (38:2),91453.88647460938,168619.87274169922,71691.46447753906,76056.22564697266,71486.80529785156,68584.60485839844
PEo (38:3),78785.00592041016,177120.63061523438,54568.984130859375,65397.18395996094,64885.00408935547,57750.544342041016
PEo (38:4),94988.18768310548,168340.99017333984,64629.545166015625,97347.30651855467,112377.72857666016,97944.74700927734
PEo (38:5),79761.42492675781,212039.99346923828,61407.70477294922,82201.54516601562,116473.88897705078,111325.44873046876
PEo (38:6),74958.54559326172,248703.6954345703,55545.88357543945,95076.48684692384,115633.60717773438,118123.86798095705
PEo (40:0),128338.06872558594,588777.3201904297,106308.94775390624,138525.70959472656,184086.572265625,168456.8321533203
PEo (40:2),68232.74450683594,76756.74517822266,53565.60317993164,67510.46453857422,66016.34460449219,52476.243591308594
PEo (40:3),91795.7860107422,102526.66766357422,72671.76483154297,86792.24627685547,91460.64599609376,83173.08697509766
PEo (40:4),83218.2060546875,108345.68731689452,63829.24487304688,83108.26611328125,88600.82556152344,74809.42590332031
PEo (40:5),115580.6484375,187761.3331298828,102850.48681640624,117247.36853027344,133913.3706665039,126644.58758544922
PEo (40:6),645075.6004638672,866598.7687988281,740734.1182861328,696891.048034668,744172.624206543,915760.4580078124
PEo (42:0),59635.82446289063,82816.18579101562,46051.42303466797,55479.86444091797,52564.54321289063,49422.96319580078
PEo (42:2),77340.82586669922,89179.30651855469,62895.96405029297,75606.66552734375,84695.5267944336,71045.50473022461
PEo (42:4),217563.8895263672,236135.6148681641,170406.89443969727,173177.73260498047,183715.63067626956,159237.07025146484
PEo (42:6),133991.19073486328,144288.47137451172,101886.68682861328,116180.30737304688,126355.46850585938,96166.12683105467
PEp (16:0),218027.9162597656,215946.91772460935,208405.52154541016,195959.39208984372,291089.1568603516,287053.1764831543
PEp (20:0),49470.26336669922,134447.83166503906,36138.982177734375,46593.84262084961,48702.183349609375,36167.74230957031
PEp (28:0),41585.7028503418,42774.98333740234,36068.22294616699,40877.34255981445,37010.34226989746,30993.082244873047
PEp (30:0),56969.0442199707,54427.48361206055,40255.84310913086,55972.22445678711,54301.42367553711,41634.782791137695
PEp (30:1),57122.4638671875,52576.163330078125,44788.42304992676,50216.50343322754,51592.46270751953,40989.96270751953
PEp (32:1),61122.265228271484,62373.74432373047,48866.744049072266,50688.26373291016,57231.72506713867,44509.00297546387
PEp (34:4),45233.62292480469,43831.18316650391,35003.10241699219,96842.3468017578,47819.54357910156,36713.9026184082
PEp (36:5),80293.84442138672,84054.22778320312,66707.84423828125,83364.22537231445,77771.56591796875,62044.94409179688
PEp (36:6),100598.68786621094,265607.1188964844,67035.98498535156,101786.82678222656,132254.11010742188,135084.10815429688
PEp (40:7),99816.4877319336,243495.5977783203,75163.90502929688,101436.18731689452,98863.16638183594,92707.8070678711
PEp (42:0),54849.884033203125,72698.14526367188,40817.48294067383,60157.264221191406,58954.06396484375,46848.94338989258
PEp (42:4),54715.52392578125,58536.8041381836,46484.64331054688,57545.80401611328,56590.48394775391,42876.923095703125
PG (14:0),81406.42565917969,85270.1664428711,74774.2053527832,68061.12414550781,74897.12478637695,81876.34524536133
PG (18:4),68166.82501220703,133642.3088684082,52266.56396484375,64971.145568847656,68346.7253112793,46882.50357055664
PG (20:0),68104.00454711914,76911.9860534668,64693.844635009766,72324.30554199219,67316.46496582031,61052.98402404785
PG (22:2),59902.20343017578,78837.18505859375,56305.304122924805,67621.58457946777,70750.0046081543,55425.52375793457
PG (24:0),77775.76486206055,82647.32623291016,86036.22525024414,68623.58569335938,78650.02523803711,95048.66801452637
PG (24:1),114214.46850585938,114920.20776367188,108279.60729980467,103795.248046875,104255.12719726562,107874.6671142578
PG (26:0),63143.02520751953,69749.00427246094,58003.50442504883,59745.54379272461,62652.96398925781,55253.2643737793
PG (28:0),891997.2149658203,828588.7037353516,1013840.1146850586,879387.9639892578,887641.5812988281,1003794.1620483398
PG (28:1),68491.84460449219,74913.38555908203,57968.74407958984,68552.40466308594,73892.62579345703,61337.74444580078
PG (28:2),57340.04409790039,84554.66744995117,45218.58349609375,53612.22314453125,50697.2041015625,44659.04318237305
PG (30:0),74066.08599853516,90102.5264892578,74679.70458984375,86862.22576904297,80241.52563476562,72421.94519042969
PG (30:1),48364.64367675781,54285.8440246582,45376.46318054199,49401.823822021484,49008.4631652832,46228.523529052734
PG (30:2),61294.60485839844,62893.364318847656,45769.882972717285,64363.50451660156,56127.28399658203,44488.90295410156
PG (30:3),71195.38423156738,71759.74517822266,62228.52453613281,59998.4841003418,63794.364349365234,64720.704010009766
PG (30:4),49965.16354370117,50746.96298217773,40654.42274475098,59331.84396362305,50432.0237121582,40884.00305175781
PG (32:0),102743.06762695312,115370.12881469728,90067.28607177734,105049.3271484375,102445.0464477539,94419.22625732422
