Lipid,Genotype_WT__Brain_Region_cerebellum,Genotype_WT__Brain_Region_cerebellum,Genotype_WT__Brain_Region_cerebellum,Genotype__WT___Brain_Region__diencephalon,Genotype__WT___Brain_Region__diencephalon,Genotype__WT___Brain_Region__diencephalon
PE (18:4),74175.2445678711,1346482.1478881836,78917.62585449219,75838.52465820312,128224.16918945312,94541.1865234375
PE (20:0),86901.56820678711,86170.08708190918,1496.9601020812988,82484.28451538086,93059.22749328612,1437.7800979614258
PE (20:1),101447.84661865234,147742.40954589844,1954.880126953125,84846.98571777344,116039.3682861328,1560.3601036071775
PE (20:2),806355.2590332031,890111.2939453125,3542.360244750977,526711.1711120605,1081587.543762207,2913.800220489502
PE (20:3),109802.4866027832,116537.00900268556,42225.84265899658,84531.04760742188,95223.34747314452,3170.080219268799
PE (20:4),96989.06652832033,113362.64807128906,36847.22247695923,110574.76678466795,124619.22845458984,40913.3821182251
PE (20:5),750215.1669921875,751087.8935546875,504983.1337890625,715239.8720703125,767890.8330078125,334347.98278808594
PE (21:0),50758.46270751953,55520.3440246582,34050.74247741699,53314.903869628906,54565.74407958984,50108.88349914551
PE (22:0),84540.20547485352,89478.14669799805,64976.40423583984,90092.8662109375,110249.52868652344,50885.92300415039
PE (22:1),50594.06442260742,57563.38436889648,30377.70227050781,43534.50296020508,50422.74365234375,39082.94314575195
PE (22:2),54397.364654541016,53207.5432434082,44542.88301086426,54488.583099365234,58156.423828125,51757.723083496094
PE (22:4),68959.14434814453,89585.98571777344,42645.4430847168,77110.0856628418,104348.70782470705,58856.2236328125
PE (22:6),111140.86987304688,319153.9258422852,68521.82461547852,155546.95245361328,282631.9609985352,100032.98736572266
PE (24:0),41494.10330200195,50166.40313720703,29350.78227996826,45567.923828125,47210.6837310791,35068.52236175537
PE (26:0),108794.40975952148,107603.26760864258,85950.72802734375,87830.10758972168,91077.76547241212,84944.46598815918
PE (26:1),114405.24755859376,124908.92846679688,104153.94787597656,118046.56909179688,127750.56762695312,112169.68786621094
PE (28:0),46461.10301208496,55832.76373291016,38041.66352844238,43057.4436340332,45345.72290039063,53144.34349822998
PE (28:1),44847.8432006836,47044.22302246094,36383.58251953125,43670.28298950195,40312.4626159668,42176.90286254883
PE (28:2),127293.3486328125,134356.74877929688,124148.0478515625,120453.78833007812,127946.2900390625,116586.40893554688
PE (30:0),77998.84545898438,81474.98608398438,69708.2646484375,84262.986328125,80837.04602050781,79888.24645996094
PE (30:1),64672.32440185547,50875.40286254883,56101.74407958984,48703.36352539063,45849.82333374024,50646.40394592285
PE (30:2),47514.12353515625,45942.26318359375,37625.68290710449,48277.12368774414,49457.80340576172,41286.52349853516
PE (30:3),49586.82400512695,48460.54321289063,42475.9227142334,52568.62350463867,47630.82360839844,48821.98315429688
PE (30:4),46059.983169555664,42279.78269958496,37522.182678222656,43657.50331115723,41589.80270385742,41259.82321166992
PE (32:0),238898.05535888672,253977.5993041992,177779.63500976562,184928.33135986328,197562.1498413086,193739.23315429688
PE (32:1),49765.9030456543,59363.32473754883,41444.0428314209,48124.20343017578,50075.30340576172,51321.323501586914
PE (32:2),78673.74548339844,82317.96475219727,64972.04431152344,78055.96490478516,78427.62530517578,71995.76449584961
PE (32:3),164598.79232788086,169432.2335510254,152572.09169006348,152275.91339111328,139425.89068603516,176378.71264648438
PE (32:4),84777.94641113281,70591.56460571289,60736.12438964844,73098.32418823242,66681.42529296875,61071.944244384766
PE (32:5),64017.52453613281,66639.38494873047,52464.384033203125,67827.98510742188,64170.42449951172,60002.10418701172
PE (34:1),137438.52880859375,654004.5463867188,84888.52676391602,168097.95169067383,269310.4766845703,141856.88916015625
PE (34:2),68071.52478027344,121064.40872192384,51479.743713378906,66319.76361083984,68954.82455444336,60279.32446289063
PE (34:3),56319.06454467773,62887.803955078125,45106.10330200195,59170.68426513672,58383.80432128906,51999.323486328125
PE (34:4),48724.36389160156,49353.80372619629,34664.642822265625,52278.56329345703,45614.603424072266,44884.28298950195
PE (34:5),105582.5466003418,98256.60763549805,82993.12585449219,99672.66583251952,97469.32669067384,80021.7857055664
PE (34:6),63483.78427124024,64146.904846191406,50281.12350463867,62069.46417236328,61031.66394042969,55472.92419433594
PE (36:0),95463.0068359375,273685.3167114258,69495.06494140625,107502.54608154295,145022.15106201172,95162.08767700195
PE (36:1),187309.4917602539,851396.3930664062,105445.5679321289,273440.56146240234,408492.7310791016,196140.3751220703
PE (36:3),83766.0659790039,156197.19140625,63962.1044921875,83216.26608276367,93612.86669921876,76248.2251586914
PE (36:4),114540.52801513672,365245.6709594727,83470.56671142578,136866.94897460938,201102.45581054688,119951.12811279295
PE (36:5),64715.42462158203,84528.3669128418,51848.18365478516,63234.324768066406,66176.74447631836,56115.60397338867
PE (36:6),62251.14422607422,56492.50439453125,50166.76348876953,66131.16497802734,61480.70446777344,59203.60443115234
PE (36:7),49935.383850097656,59919.26373291016,43055.903259277344,58290.24407958984,53078.86340332031,46734.58322143555
PE (36:8),91969.74658203124,157611.10986328125,65168.30490112305,86112.32513427734,96662.26696777344,84890.08526611328
PE (38:0),121305.048828125,449594.1297607422,87071.92608642578,149930.8895263672,225327.65673828125,113506.56823730467
PE (38:0)_2,114963.80786132812,447756.81506347656,83256.54577636719,146967.1522216797,215894.55401611328,122821.02966308594
PE (38:1),101910.9873046875,239203.79327392575,70142.10552978516,100431.00604248048,140369.54998779297,90295.8671875
PE (38:2),99290.76763916016,192592.7349853516,74489.80529785156,92766.9267578125,109904.38763427734,83524.74517822266
PE (38:3),108457.54663085938,333156.1867675781,72164.18557739258,147001.27270507812,202386.41528320312,118903.52838134766
PE (38:5),174746.8935546875,858360.7888183594,119646.28930664062,197832.57446289065,352413.5667114258,151106.4708251953
PE (38:6),233563.43658447263,1437822.1901245115,160454.07318115234,282491.89978027344,590891.3835449219,231611.75469970703
PE (38:7),383183.8858642578,504993.1951293945,341919.59704589844,383508.4016113281,415435.1082763672,267203.1423339844
PE (38:8),94740.02709960938,120944.68884277344,73645.0053100586,93463.6859741211,89312.16528320312,89875.74639892578
PE (38:9),98424.28686523438,180632.7131958008,72857.26470947266,100935.9467163086,101014.24725341795,84849.7055053711
PE (40:0) | PEp (42:6),863101.220703125,964731.7416992188,663404.1649780273,557503.5219726562,607879.9024658203,701361.3684692383
PE (40:0) | PEp (42:6)_2,797074.9273071289,858877.0134277344,617011.5448608398,487129.6883544922,568996.9581298828,620193.7921142578
PE (40:1),61487.02392578125,68683.30505371094,48835.92352294922,71274.3447265625,69832.50463867188,63568.88497924805
PE (40:10),97956.90563964844,126089.22839355467,77328.0249633789,146715.71026611328,171900.79125976562,94585.52642822266
PE (40:2),86219.96612548828,108429.28631591795,72162.66500854492,129332.84777832033,124192.74731445312,120437.58758544922
PE (40:3),78717.74517822266,108042.64752197266,62405.58441162109,92540.68725585938,92942.1456298828,74585.00463867188
PE (40:4),110226.62866210938,332717.4022216797,83945.50610351562,167750.0499267578,264756.27966308594,138631.69067382812
PE (40:5),144000.5712890625,651135.5468139648,90821.50653076172,186610.83282470703,299146.661315918,148760.04888916016
PE (40:7),139402.1300048828,614036.2987060547,107290.46813964844,158646.5330810547,248377.6788330078,130629.56872558594
PE (40:8),85945.04669189453,104878.2465209961,68019.6650390625,99832.7667236328,100581.88745117188,81155.48602294922
PE (40:9),74013.38586425781,85176.16693115234,54157.583984375,89809.8062133789,74011.14520263672,67562.84533691406
PE (42:0),52299.70397949219,57476.564361572266,43689.50329589844,66159.80493164062,64139.60467529297,59271.90423583984
PE (42:1),68985.80444335938,69604.48449707031,55162.52340698242,71888.46508789062,77468.50564575195,62800.86407470703
PE (42:10),96527.12731933594,121995.2875366211,67637.30456542969,103112.56860351562,103937.26721191406,74799.66519165039
PE (42:11),346425.1836547852,371354.4998779297,259050.5936279297,263724.90228271484,246769.03442382807,348091.9440917969
PE (42:2),94122.12670898438,98979.3677368164,70512.68420410156,95642.40655517578,122957.4476928711,67429.12515258789
PE (42:2)_2,94317.62545776369,93337.76666259766,65895.40441894531,91042.88702392578,121785.66833496094,65120.36389160156
PE (42:3),87602.2855834961,91978.88610839844,63840.405334472656,93023.08709716795,101776.8462524414,83910.36584472656
PE (42:4),48776.92330932617,58308.34399414063,41187.403259277344,60501.84405517578,54475.76351928711,50886.80407714844
PE (42:5),49398.16339111328,54551.12384033203,40978.2829284668,69497.70495605469,55772.56414794922,49341.88391113281
PE (42:6),55790.16436767578,65449.26452636719,47494.70294189453,67328.8247680664,58967.30383300781,54063.96420288086
PE (42:7),63867.28466796875,82184.80624389648,48166.0634765625,68473.36474609375,70139.68548583984,56842.0036315918
PE (42:9),91867.96673583984,108861.44927978516,72533.46478271484,94125.62719726562,112393.64776611328,73462.26458740234
PE (44:0),37056.042892456055,36795.54278564453,28603.60186767578,47681.32361984253,40775.26218795776,35409.06221008301
PE (44:1),38907.14303588867,36787.502197265625,29939.20211791992,47551.18375778198,42756.82312011719,36020.92266082764
PE (44:12),53650.88342285156,133113.7494506836,43609.44305419922,63922.90521240234,60711.14459228516,46399.50323486328
PE (44:2),40639.28302001953,39750.262939453125,30884.78219604492,50957.34332275391,42253.22280883789,36627.66255187988
PE (44:3),42172.84289550781,41325.72317504883,34986.90252685547,50228.783203125,39460.24249267578,39721.48281860352
PE (44:4),39628.24285888672,38772.32263183594,32854.6423034668,47040.003173828125,42586.46282958984,35995.18258666992
PE (44:5),49110.32339477539,44953.18322753906,33331.282318115234,54834.64392089844,43527.80340576172,40315.62258911133
PE (44:6),48718.10363769531,48154.60357666016,39028.502990722656,58426.00473022461,49402.683197021484,47195.40316772461
PE (44:7),53625.52325439453,46385.583251953125,41015.963134765625,57923.92456054688,51558.08392333984,42413.98318481445
PE (44:8),47270.56289672852,45291.96304321289,37866.70251464844,54874.14385986328,54885.46337890625,44967.56280517578
PE (46:1),35952.602935791016,35078.12237548828,30622.002151489258,37620.06265258789,34513.40249633789,30911.962329864506
PE (52:4),23377.76155090332,26356.641815185547,19531.88136291504,28340.042053222656,28180.481994628903,21441.26141357422
PEo (18:0),75903.28526306152,69617.58444213867,70900.70501708984,69466.42578125,70017.66452026367,71102.58520507812
PEo (18:1),145145.56640625,105032.86602783205,136572.67150878906,143689.90783691406,126090.60876464844,89539.92742919922
PEo (20:0),35662.482177734375,62488.6442565918,27152.581939697266,37974.64291381836,33909.082748413086,36208.162353515625
PEo (28:0),56641.904205322266,61203.54501342773,46655.303771972656,59384.1044921875,59947.50506591797,53012.38439941406
PEo (30:0),488390.36541748047,510806.88150024414,440954.44958496094,489825.76431274414,607526.670501709,277419.37954711914
PEo (32:1),65783.625,73124.98541259766,68925.06433105469,69745.10552978516,69501.40545654297,66611.84454345703
PEo (32:5),50271.22326660156,48045.22314453125,43034.68295288086,48942.24349975586,47289.7834777832,44685.58303833008
PEo (34:0),59016.82403564453,72418.28576660156,47907.243255615234,58837.88394165039,59794.783752441406,58835.3835144043
PEo (34:1),70884.02517700195,136385.93057250977,54739.92367553711,69691.9644165039,78173.4248046875,62287.56393432617
PEo (34:2),96710.9457397461,166934.23114013672,68667.42346191406,100358.84600830078,112603.0889892578,75709.00469970703
PEo (34:3),55066.62350463867,53616.88360595703,41877.46267700195,53741.103759765625,50033.38357543945,44003.56335449219
PEo (34:4),54336.42413330078,50662.92333984375,42188.76245117188,53788.363830566406,51407.92370605469,50269.283111572266
PEo (36:0),48901.46350097656,55163.123931884766,42337.28341674805,54260.34365844727,50479.32360839844,45195.02310180664
PEo (36:1),83005.94543457031,151652.42962646484,62138.86447143555,71095.06549072266,83505.84606933594,77814.52600097656
PEo (36:2),98983.92877197266,258222.91870117188,67078.62475585938,89990.64569091797,119662.0675048828,79316.70516967773
PEo (36:3),97892.88729858398,295060.06341552734,67448.92413330078,92813.78649902344,134241.3094482422,77434.42501831055
PEo (36:4),71083.14462280273,97940.46701049805,49375.0837097168,75299.44439697266,77296.0248413086,57665.16436767578
PEo (36:5),57050.98428344727,86392.96536254883,41945.702545166016,57749.58419799805,56975.46438598633,52657.30404663086
PEo (38:0),282501.4990234375,366532.5550842285,232319.2980041504,299715.5195922852,338284.18463134766,196594.5511474609
PEo (38:1),83345.66485595703,109614.48803710938,66710.58428955078,80095.40545654297,82706.02575683594,80843.02569580078
PEo (38:2),91453.88647460938,168619.87274169922,71691.46447753906,86306.96551513672,102332.26788330078,78835.7857055664
PEo (38:3),78785.00592041016,177120.63061523438,54568.984130859375,84834.74645996094,92710.3471069336,63081.64385986328
PEo (38:4),94988.18768310548,168340.99017333984,64629.545166015625,105212.7470703125,134540.74963378906,93779.18688964844
PEo (38:5),79761.42492675781,212039.99346923828,61407.70477294922,94667.5464477539,136186.59075927734,82799.76538085938
PEo (38:6),74958.54559326172,248703.6954345703,55545.88357543945,98189.86712646484,153218.76983642578,87432.166015625
PEo (40:0),128338.06872558594,588777.3201904297,106308.94775390624,146661.47204589844,240076.25756835935,122394.50854492188
PEo (40:2),68232.74450683594,76756.74517822266,53565.60317993164,74735.5458984375,71195.14465332031,62257.204650878906
PEo (40:3),91795.7860107422,102526.66766357422,72671.76483154297,119468.7681274414,138081.34881591797,77269.96514892578
PEo (40:4),83218.2060546875,108345.68731689452,63829.24487304688,97157.80670166016,105567.22717285156,80072.88568115234
PEo (40:5),115580.6484375,187761.3331298828,102850.48681640624,125988.20935058594,156156.95056152344,130290.14910888672
PEo (40:6),645075.6004638672,866598.7687988281,740734.1182861328,602669.748046875,717795.7928466797,912397.2744750977
PEo (42:0),59635.82446289063,82816.18579101562,46051.42303466797,64077.3041381836,59292.64422607422,54903.00387573242
PEo (42:2),77340.82586669922,89179.30651855469,62895.96405029297,82795.72540283203,92715.7074584961,68302.90454101562
PEo (42:4),217563.8895263672,236135.6148681641,170406.89443969727,169455.55560302734,181097.1959228516,214879.4782714844
PEo (42:6),133991.19073486328,144288.47137451172,101886.68682861328,114303.84857177734,129090.28829956056,115344.26727294922
PEp (16:0),218027.9162597656,215946.91772460935,208405.52154541016,258065.21942138672,247666.9150390625,122082.09100341795
PEp (20:0),49470.26336669922,134447.83166503906,36138.982177734375,52287.78402709961,52446.9035949707,44060.4833984375
PEp (28:0),41585.7028503418,42774.98333740234,36068.22294616699,39014.42346191406,39162.64320373535,33667.14198303223
PEp (30:0),56969.0442199707,54427.48361206055,40255.84310913086,51571.66360473633,49904.44384765625,46030.08337402344
PEp (30:1),57122.4638671875,52576.163330078125,44788.42304992676,51380.723571777344,49956.36334228516,46339.262924194336
PEp (32:1),61122.265228271484,62373.74432373047,48866.744049072266,55411.40414428711,63384.08450317383,54138.5641784668
PEp (34:4),45233.62292480469,43831.18316650391,35003.10241699219,52017.863830566406,49395.80383300781,39097.78237915039
PEp (36:5),80293.84442138672,84054.22778320312,66707.84423828125,78158.0454711914,81695.74450683594,71977.88464355469
PEp (36:6),100598.68786621094,265607.1188964844,67035.98498535156,105726.4076538086,149800.4691772461,92878.06616210938
PEp (40:7),99816.4877319336,243495.5977783203,75163.90502929688,103795.50787353516,130181.048828125,93577.50634765624
PEp (42:0),54849.884033203125,72698.14526367188,40817.48294067383,70375.14422607422,66909.28503417969,64166.72396850586
PEp (42:4),54715.52392578125,58536.8041381836,46484.64331054688,60382.684509277344,59181.14450073242,54499.86395263672
PG (14:0),81406.42565917969,85270.1664428711,74774.2053527832,61639.36407470703,71233.14532470703,89454.2861328125
PG (18:4),68166.82501220703,133642.3088684082,52266.56396484375,58937.00390625,64064.14419555664,79660.66485595703
PG (20:0),68104.00454711914,76911.9860534668,64693.844635009766,61948.724517822266,61246.6049194336,75659.30575561523
PG (22:2),59902.20343017578,78837.18505859375,56305.304122924805,64401.98516845703,66228.8649597168,63082.68376159668
