Lipid,Genotype_WT__Brain_Region_cortex,Genotype_WT__Brain_Region_cortex,Genotype_WT__Brain_Region_cortex,Genotype__WT___Brain_Region__hippo,Genotype__WT___Brain_Region__hippo,Genotype__WT___Brain_Region__hippo
PS (36:3),33709.26248931885,23811.60182952881,57067.70455932617,17649.68130493164,34370.862438201904,57765.043884277344
PS (36:4),37108.66270446777,21183.961486816406,67460.44464111328,25414.041717529297,36595.26277542114,59114.84423828125
PS (36:5),29224.28189849853,12946.860942840576,54930.32424926758,20675.521286010742,29743.5221824646,50281.74380493164
PS (36:6),27902.242210388184,19953.641468048096,56909.64324951172,21653.82134246826,25778.4619178772,49540.68348693848
PS (36:7),26808.4220123291,29727.18278884888,66849.20483398438,23259.72164916992,29721.72198867798,61183.22409057617
PS (36:8),39263.26274871826,62595.58390045166,205452.856628418,58220.26341247559,42942.22340393066,163626.9116821289
PS (38:0),32678.462383270264,47105.48307800293,130565.6883544922,39661.12279891968,37837.14256286621,114441.9077758789
PS (38:1),43899.6035118103,24711.661750793457,91140.3461303711,22959.521606445312,41244.42267990112,83984.28564453125
PS (38:2),44294.90383529663,32576.142555236816,123504.68865966795,27952.92176055908,36069.982387542725,105068.06900024414
PS (38:3),33547.42235183716,25837.82186126709,61674.464599609375,17541.421295166016,36147.64267349243,59362.7041015625
PS (38:4),55198.32405090332,36469.44209289551,105593.2465209961,28734.261917114258,52095.28372192383,100299.50756835938
PS (38:5),35185.20259475708,21789.501693725582,59960.60400390625,24485.44190979004,35905.72239303589,59935.64392089844
PS (38:6),35925.02222061157,27203.1018447876,73335.74523925781,23106.761512756348,31888.60249710083,70326.74536132812
PS (38:7),46249.40324783325,80822.52835845947,247327.15606689453,58906.924072265625,51996.56415557861,279008.9810180664
PS (38:8),37097.6628112793,23465.34154510498,66427.86544799805,24820.02179336548,36799.0825843811,65434.28433227539
PS (38:9),45210.84302902222,22725.101417541504,105273.5087890625,26874.50177383423,37595.20279693604,85030.70556640625
PS (40:0) | PSp (42:6),125622.3500404358,103226.74681091309,347498.86309814453,177705.2520904541,108233.2865524292,335032.8285522461
PS (40:0) | PSp (42:6)_2,119149.04978179932,87034.16751098633,326959.7857666016,166732.0551223755,101378.22603988647,302876.7612915039
PS (40:1),28781.24189376831,21427.381462097168,59754.12506103516,20830.021396636963,28094.381855010983,48614.763092041016
PS (40:2),36064.90216445923,59689.9245262146,274937.94024658203,54483.86336517334,34659.04245376587,199101.61260986328
PS (40:3),33902.262268066406,23523.681785583496,57351.023986816406,24474.98171615601,36222.18265533447,52301.2236328125
PS (40:4),49603.54345703125,26462.501693725582,80490.94598388672,35266.90187072754,48716.643699646,72611.02526855469
PS (40:5),65691.26494979858,36523.72247314453,121250.6689453125,41279.542892456055,58040.82428741455,95002.6669921875
PS (40:7),42479.72296142578,24645.781768798828,85731.38494873047,24784.761505126957,34618.66235733032,70126.6450805664
PS (40:8),36530.242500305176,19420.3814163208,62678.08471679688,23164.181838989258,32247.02252960205,57554.30386352539
PS (40:9),31724.402420043945,22927.081634521484,85435.56634521484,25206.321563720703,28462.342128753666,72447.50537109375
PS (42:0),28318.8218460083,52382.52353286743,162574.57028198242,47223.00411224365,29299.68210220337,126264.74868774414
PS (42:10),24552.54166412353,29501.20146560669,57627.364807128906,17597.761405944824,24428.581859588623,55047.24423217773
PS (42:11),26238.74187850952,122816.78534317017,219791.4352416992,135846.29011917114,37413.08275985718,184975.88775634769
PS (42:2),24835.981746673584,19539.20122528076,62562.02532958984,16402.76117324829,27845.56199645996,54672.0036315918
PS (42:3),34223.3826751709,75283.14516448975,276485.2793273926,50668.10291290283,42918.94315338135,195532.33056640625
PS (42:4),23119.041481018063,17350.02117538452,51396.48358154297,16875.381156921387,22594.34152603149,40351.62245178223
PS (42:5),28317.66189956665,18449.021396636963,43336.702728271484,15844.36102294922,24956.341804504395,41942.26257324219
PS (42:6),33611.6821937561,27546.70220184326,61931.30364990234,19972.041591644287,33636.54258728027,60825.10433959961
PS (42:7),28013.622066497803,20690.50148010254,51683.163818359375,22884.16167449951,28958.642082214355,45243.60305786133
PS (42:8),27455.48207855225,24253.94133758545,54996.74444580078,20381.3415222168,29448.68202972412,46805.36392211914
PS (42:9),28391.081958770752,20613.241592407227,44230.28317260742,14421.341094970703,28557.362224578857,43177.142822265625
PS (44:0),17099.28134918213,12306.580799102783,31310.36181640625,13392.22077178955,19694.341430664062,27002.10195922852
PS (44:1),18615.04130935669,10129.440757751465,30339.642238616943,11813.840797424316,18346.60121154785,26964.081901550293
PS (44:10),29597.801975250244,20535.40139770508,45422.78271484375,20280.90146636963,26856.94172668457,41305.72290039063
PS (44:2),22086.941555023197,12646.421005249023,33464.202156066895,12178.240711212158,22200.52174758911,33032.28227996826
PS (44:4),18873.061267852783,15006.440948486328,34923.14224243164,12598.901027679443,19007.681350708008,33246.74230957031
PS (44:5),18495.601348876957,14583.621063232422,33519.90216064453,10983.300621032717,20297.121509552,31659.84230041504
PS (44:6),18553.401321411133,13642.861087799072,33546.102447509766,13260.36107635498,20587.741401672363,32060.782470703125
PS (44:7),21468.74165725708,13712.401107788086,36325.122955322266,15470.561073303224,20764.50143432617,34663.68280029297
PS (44:8),21350.121536254883,15123.120929718018,38592.40283203125,13413.96100616455,22014.221618652344,33928.96222686768
PSo (20:0),35287.56256103516,36337.66214370728,47590.063079833984,13733.380950927734,42068.103099823,41341.4828414917
PSo (28:0),24469.221885681152,24439.64133453369,67688.38395690918,25333.761672973636,33433.782287597656,106794.78775024414
PSo (30:0),23198.18173980713,30467.821849823,81656.30516052246,16776.221237182617,33629.782707214355,93577.20697021484
PSo (30:1),24479.061779022217,19473.78120803833,68299.78514099121,16361.20122909546,32295.222457885742,63959.58477783203
PSo (32:0),26585.501945495605,21766.361625671387,47628.52313232422,27122.88250732422,27148.8818397522,45960.10354614258
PSo (32:1),22760.141681671143,17891.94130706787,40278.14305114746,19157.401165008545,27001.942180633545,35908.58279418945
PSo (34:0),31427.82216262817,44146.9027633667,115337.22924804688,46418.9838256836,33054.22233200073,111623.72662353516
PSo (34:1),22356.041454315186,13870.40085220337,52906.10385131836,19556.521396636963,27451.141834259037,47423.4430847168
PSo (34:2),29800.20202255249,21125.401695251465,54109.34414672852,21426.22151184082,30979.92222976685,47019.94314575195
PSo (34:2)_2,34087.84229660034,23067.202102661133,62258.74526977539,21859.341270446777,32499.341972351074,58376.944580078125
PSo (34:4),31348.782222747803,20639.241497039795,50347.883728027344,21164.86173248291,32565.12243652344,48575.9033203125
PSo (36:2),31943.00213241577,22051.521606445312,63526.38427734375,19655.201210021973,32036.502250671387,55991.10385131836
PSo (36:3),26756.802032470703,21410.561546325684,57698.64375305176,19401.501735687256,26921.70184326172,61196.94467163086
PSo (36:4),28998.10196685791,18040.7215423584,53119.18356323242,17994.181259155273,27775.721839904785,55398.764221191406
PSo (36:5),30490.562129974365,20605.56116104126,51854.46374511719,19323.62148666382,26926.841926574707,48320.883392333984
PSo (38:0),39594.12263870239,35132.10289764404,179502.59155273438,37018.02270126343,43595.78284072876,187579.35357666016
PSo (38:2),34488.66242599487,31364.942169189453,87192.8051147461,27122.602058410645,35722.882442474365,73017.74517822266
PSo (38:3),31773.24230194092,21796.70139312744,106290.8289794922,29244.14182662964,32564.28242492676,81477.9853515625
PSo (38:3)_2,30365.56206130981,26918.54206085205,64085.364654541016,22724.921615600582,34477.942401885986,65992.06509399414
PSo (38:4),29015.462032318115,21605.401496887207,64533.364318847656,29120.321807861328,33879.30241775513,58954.60427856445
PSo (38:5),27303.181930541992,17669.101329803467,48441.06317138672,19493.24131011963,28542.54202651977,49534.3034362793
PSo (38:6),25590.401695251465,20039.581504821777,56738.18347167969,19004.14136123657,28362.36187362671,51068.56393432617
PSo (40:0),39730.522830963135,30170.002151489258,80517.22552490234,24537.52142715454,36309.34260177612,66764.1044921875
PSo (40:1),32459.462230682373,30232.36176300049,68886.90533447266,15757.561141967772,31489.0620803833,60634.26373291016
PSo (40:2),28951.24183654785,22484.24171066284,71167.24523925781,17212.58110809326,31596.60227203369,63179.32485961914
PSo (40:3),59821.02407836914,93062.08519363403,559531.7231445312,57291.74323654175,35617.00284576416,433497.2169189453
PSo (40:4),28844.84208297729,17652.281482696533,51783.44415283203,16698.161102294922,26793.42181777954,48022.76333618164
PSo (40:5),26584.301990509037,18220.121047973636,50878.12377929688,15822.30109024048,27654.602058410645,48615.14331054688
PSo (40:6),40715.74273300171,23238.801780700684,129664.64981079102,32251.002532958984,38864.58324432373,132239.30880737305
PSo (40:6)_2,357477.68729400635,162176.79174804688,598811.0205078125,162528.09204101562,279946.3200263977,445754.8525390625
PSo (42:1),26750.90223693848,18124.54128265381,52466.44372558594,16214.12131881714,26875.68185043335,39924.84298706055
PSo (42:2),26898.22163772583,19622.901458740234,45507.40313720703,16810.161289215088,27566.141815185547,41917.62271118164
PSo (42:4),27135.162059783936,81384.76665115356,153850.12774658203,91156.94581604004,33550.242305755615,119829.50979614258
PSo (42:6),35488.14221954346,32629.20212554932,84356.2864074707,34040.422550201416,32157.12225341797,88751.14682006836
PSp (16:0),46687.32364273071,60950.36455154419,127918.927734375,72769.10659790039,48000.14304351807,120503.6495361328
PSp (20:0),27396.02163696289,24735.202018737797,31242.062282562256,19592.56128311157,26278.381755828857,26775.10187149048
PSp (28:0),24285.601776123047,16332.201232910156,55728.04423522949,17918.18144607544,25167.001693725582,58117.08399963379
PSp (30:1),22364.941555023197,17286.301345825195,84468.18539428711,21940.241470336918,26484.20182800293,71069.68515014648
PSp (32:1),23419.66167068481,14119.620975494385,50121.422943115234,17512.081310272217,25325.221549987797,52697.36364746094
PSp (34:4),32524.002395629883,19347.861358642574,49959.72344970703,45747.222759246826,28341.642261505127,47387.90377807617
PSp (36:5),28529.561756134037,35178.0025100708,78497.30545043945,48082.6628112793,32064.202224731445,90734.66595458984
PSp (38:6),65391.80442047119,54943.10511779785,119409.0089111328,49878.52363586426,61019.94493865967,110431.82824707033
PSp (40:2),48771.50365829468,64221.18297576904,410334.3861083984,57656.744888305664,38915.863037109375,299423.63876342773
PSp (40:6),44265.6626663208,30615.742614746094,142403.79006958008,44923.30249786377,38605.64244842529,119952.9891357422
PSp (42:2),25556.841861724854,19705.161529541016,53038.28399658203,12710.580932617188,25676.021728515625,53989.28329467773
PSp (42:4),23026.541610717773,15435.1012840271,43354.12316894531,13959.520858764648,25103.84177017212,36045.72271728516
"Palmitoylcarnitine, (5Z)-13-carboxytridec-5-enoylcarnitine",2038076.3017578125,2102820.7854003906,2218471.28125,2120231.123046875,2011467.1862792969,2085157.050048828
SM (d16:1/18:1),81247.72438049316,114099.34756469728,134123.86727905273,86851.34707641602,103904.82705688477,130885.8682861328
SM (d16:1/22:1),1503875.3660888672,2919071.771972656,2582292.0158691406,1247154.2617797852,2497571.473876953,1844335.2798156736
SM (d16:1/24:0),457235.33291625977,894447.3486328125,892692.2439575195,409088.1113128662,721065.1357116699,687718.9860534668
SM (d16:1/24:1),877708.0765380859,1433483.637878418,1419472.1115112305,650034.2155151367,1173792.942062378,969719.1301879884
SM (d18:0/12:0),72864.02548217773,87701.92642211914,79579.34512329102,87750.62545776367,89388.18798828125,81285.0855102539
SM (d18:0/14:0),82142.14590454102,94399.74618530272,93502.2268371582,82725.40588378906,93948.7671508789,91119.44619750977
SM (d18:0/16:0),86829.80401611328,114451.8070526123,134033.7706604004,79365.70663452148,102086.18530273438,132220.0478515625
SM (d18:0/18:0),998479.635986328,1812625.467834473,2002969.9391479488,874463.4162597656,1675870.530456543,1525237.4225769043
SM (d18:0/20:0),986783.2487182616,2018824.0397949216,1970696.55267334,895897.2325439453,1590509.619064331,1432825.349761963
SM (d18:0/22:0),446879.0196685791,831710.0670776367,853287.6826477051,397172.8137207031,657565.2953491211,589645.3756256104
SM (d18:0/24:0),865513.1522521973,1100870.9494628906,1340864.2787475586,583360.2977294922,995374.9164733888,1318410.2179412842
SM (d18:0/26:0),1505239.4128417969,1714257.6423339844,1671651.9821777344,1392685.139892578,1626454.0061035156,1545423.2053222656
SM (d18:1/12:0),99529.9868774414,140406.91067504883,131846.01287841797,121485.5482788086,140741.2492980957,132238.55078125
SM (d18:1/14:0),92892.0258178711,105997.26806640624,94147.94692993164,90180.10604858398,96833.90756225586,96697.30679321288
SM (d18:1/16:0),84965.8060913086,120367.72705078124,131800.10913085938,85046.06448364258,104144.30682373048,125968.2876739502
SM (d18:1/18:0),931932.4204711914,1813142.9102172847,1937364.6416015625,891498.1339111328,1764869.729095459,1473095.344909668
SM (d18:1/18:1)9Z)),929212.705444336,1731401.8906860352,2037188.2634887693,891950.1547241211,1644986.013519287,1595664.4650878906
SM (d18:1/20:0),1066051.8616333008,2070437.1381225584,2136144.566833496,831895.1991882324,1515269.795288086,1445454.850067139
SM (d18:1/24:0),872961.7922363281,1184779.7463989258,1326063.6212768557,609858.1176452637,985547.6075744628,1263981.736541748
SM (d18:1/24:1)15Z)),962896.5946044922,1365750.3084106443,1454634.9368896484,717504.469909668,1215124.3005065918,1418853.7903137207
SM (d18:1/26:0),1373673.2355957031,1647000.975830078,1580047.3745117188,1303604.6479492188,1536860.0285644531,1488390.1486816406
SM (d18:1/26:1)17Z)),1335114.1015625,1540887.0966796875,1464365.7561035156,1247506.6166992188,1445110.442138672,1388706.9855957031
SM (d18:2/14:0),79887.56494140625,96881.8076171875,95603.54806518556,87728.14599609375,100650.88720703124,95723.60766601562
SM (d18:2/18:1),734168.4274902344,1577761.676574707,1714000.6220703125,675346.5088806152,1427978.7950134275,1354791.1040649414
SM (d18:2/20:1),1835263.694519043,3437455.1517333984,3600225.588699341,1473144.4369506836,3043606.8825683594,2780401.575653076
SM (d18:2/22:1),1758494.5338745115,3357379.8198242188,3452800.418548584,1394291.6931152344,2709447.405319214,2410685.1346740723
SM (d18:2/24:1),1023155.2295227052,1487641.1779785156,1715608.3386230469,690146.8342895508,1278858.2781982422,1562197.2093200684
Stearidonyl carnitine,5348070.927734375,8463771.866210938,7144606.3486328125,7510440.212890625,7643677.645507812,7993731.610351562
"Stearoylcarnitine, hexadecanedioic acid mono-L-carnitine ester",6859729.1611328125,11970636.8671875,11003102.81640625,10211133.489257812,10839781.659179688,12580947.82421875
TAG(48:0)_FA 16:0,309270.12451171875,434160.67578125,600059.5280761719,348820.4272460937,313465.36181640625,431023.4306640625
TAG(48:0)_FA 16:1,42086.962890625,54984.88333129883,64157.26510620117,51601.76361083984,46267.42330932617,52885.40380859375
