Lipid,Genotype_WT__Brain_Region_cerebellum,Genotype_WT__Brain_Region_cerebellum,Genotype_WT__Brain_Region_cerebellum,Genotype__WT___Brain_Region__cortex,Genotype__WT___Brain_Region__cortex,Genotype__WT___Brain_Region__cortex
PS (36:2),63908.42454147339,67792.4247970581,126987.64764404295,75961.42540740967,56412.584533691406,130704.20971679688
PS (36:3),29035.64197158813,34248.58232116699,52435.18371582031,33709.26248931885,23811.60182952881,57067.70455932617
PS (36:4),33049.14226913452,41176.46319580078,59294.86444091797,37108.66270446777,21183.961486816406,67460.44464111328
PS (36:5),23301.781715393063,30845.822242736816,50189.90362548828,29224.28189849853,12946.860942840576,54930.32424926758
PS (36:6),23102.021530151367,26010.281761169437,46654.62338256836,27902.242210388184,19953.641468048096,56909.64324951172
PS (36:7),25541.70160293579,33762.982177734375,59260.40390014648,26808.4220123291,29727.18278884888,66849.20483398438
PS (36:8),30898.242126464844,52985.34368133545,119267.4090576172,39263.26274871826,62595.58390045166,205452.856628418
PS (38:0),29842.802211761475,46285.54327774048,92771.20642089844,32678.462383270264,47105.48307800293,130565.6883544922
PS (38:1),36252.38250732422,49678.80324554443,82135.94506835938,43899.6035118103,24711.661750793457,91140.3461303711
PS (38:2),31037.362300872803,61553.58427810669,104064.0473022461,44294.90383529663,32576.142555236816,123504.68865966795
PS (38:3),30688.4422416687,39495.9427986145,62247.20446777344,33547.42235183716,25837.82186126709,61674.464599609375
PS (38:4),49001.9236869812,53438.68347549439,94174.46667480467,55198.32405090332,36469.44209289551,105593.2465209961
PS (38:5),33377.48243713379,39230.20303344727,58725.8837890625,35185.20259475708,21789.501693725582,59960.60400390625
PS (38:6),28337.902137756348,36072.66287994385,62120.24450683594,35925.02222061157,27203.1018447876,73335.74523925781
PS (38:7),27409.541877746586,70132.48434066772,180867.95166015625,46249.40324783325,80822.52835845947,247327.15606689453
PS (38:8),29330.202045440677,40497.84229660034,67255.32421875,37097.6628112793,23465.34154510498,66427.86544799805
PS (38:9),32052.202377319336,42857.60329055786,70324.34484863281,45210.84302902222,22725.101417541504,105273.5087890625
PS (40:0) | PSp (42:6),41653.04306411743,113760.36706542967,380188.1705932617,125622.3500404358,103226.74681091309,347498.86309814453
PS (40:0) | PSp (42:6)_2,40466.602840423584,102680.2477722168,371253.7004394531,119149.04978179932,87034.16751098633,326959.7857666016
PS (40:1),24846.28187942505,32428.902477264404,49680.32345581055,28781.24189376831,21427.381462097168,59754.12506103516
PS (40:2),25238.72187423706,38549.94263458252,122584.6692199707,36064.90216445923,59689.9245262146,274937.94024658203
PS (40:3),31604.92249298096,34947.28252029419,50396.42370605469,33902.262268066406,23523.681785583496,57351.023986816406
PS (40:4),47740.58346939087,48527.02350616455,67762.5849609375,49603.54345703125,26462.501693725582,80490.94598388672
PS (40:5),61503.42422866821,60496.20446014404,95253.02709960938,65691.26494979858,36523.72247314453,121250.6689453125
PS (40:7),35082.66262054443,55661.92359161377,72350.70443725586,42479.72296142578,24645.781768798828,85731.38494873047
PS (40:8),26213.02188873291,39678.782791137695,56933.14410400391,36530.242500305176,19420.3814163208,62678.08471679688
PS (40:9),24360.90166091919,34235.96244049072,51768.54345703125,31724.402420043945,22927.081634521484,85435.56634521484
PS (42:0),21901.74153137207,34103.22285079956,110022.30740356444,28318.8218460083,52382.52353286743,162574.57028198242
PS (42:10),21024.401500701904,30278.982166290283,54161.103515625,24552.54166412353,29501.20146560669,57627.364807128906
PS (42:11),21525.68141555786,55404.74418258667,212543.77362060547,26238.74187850952,122816.78534317017,219791.4352416992
PS (42:2),22770.581886291504,30376.281925201416,54709.60363769531,24835.981746673584,19539.20122528076,62562.02532958984
PS (42:3),29692.201862335205,51784.96366500855,181006.39404296875,34223.3826751709,75283.14516448975,276485.2793273926
PS (42:4),20839.921421051025,21408.72150039673,47000.0231628418,23119.041481018063,17350.02117538452,51396.48358154297
PS (42:5),24362.701721191406,27444.84181213379,36792.202728271484,28317.66189956665,18449.021396636963,43336.702728271484
PS (42:6),26525.66180801392,33556.02208328247,55639.64352416992,33611.6821937561,27546.70220184326,61931.30364990234
PS (42:7),27903.301975250244,30316.802360534668,42465.76300048828,28013.622066497803,20690.50148010254,51683.163818359375
PS (42:8),23938.601669311523,30963.70237350464,42894.10302734375,27455.48207855225,24253.94133758545,54996.74444580078
PS (42:9),28539.381729125977,28434.56192779541,37268.68264770508,28391.081958770752,20613.241592407227,44230.28317260742
PS (44:0),16624.541172027588,18479.601230621334,23755.58192443848,17099.28134918213,12306.580799102783,31310.36181640625
PS (44:1),19361.58149337769,18589.501300811768,28753.141830444336,18615.04130935669,10129.440757751465,30339.642238616943
PS (44:10),25376.701740264893,25484.841796875,39640.28308105469,29597.801975250244,20535.40139770508,45422.78271484375
PS (44:2),20098.14154434204,21967.72152709961,32096.08233642578,22086.941555023197,12646.421005249023,33464.202156066895
PS (44:4),17683.861248016357,22565.721504211426,34832.543060302734,18873.061267852783,15006.440948486328,34923.14224243164
PS (44:5),16767.281200408936,19577.92119216919,32575.182220458984,18495.601348876957,14583.621063232422,33519.90216064453
PS (44:6),16558.941177368164,19390.96147918701,32815.2822265625,18553.401321411133,13642.861087799072,33546.102447509766
PS (44:7),18215.40124130249,22699.421703338623,33124.182067871094,21468.74165725708,13712.401107788086,36325.122955322266
PS (44:8),17206.661235809326,19832.98131942749,34271.42218017578,21350.121536254883,15123.120929718018,38592.40283203125
PSo (20:0),29218.322265625,30385.2419128418,37466.84211730957,35287.56256103516,36337.66214370728,47590.063079833984
PSo (28:0),22133.34138488769,38209.5823059082,108002.76866149902,24469.221885681152,24439.64133453369,67688.38395690918
PSo (30:0),21966.701652526852,30245.442321777344,69601.96459960938,23198.18173980713,30467.821849823,81656.30516052246
PSo (30:1),16233.201210021973,29933.322284698486,63117.80459594727,24479.061779022217,19473.78120803833,68299.78514099121
PSo (32:0),25852.281677246094,30352.22233200073,49335.80337524414,26585.501945495605,21766.361625671387,47628.52313232422
PSo (32:1),20385.56133651733,23403.401649475098,39864.58279418945,22760.141681671143,17891.94130706787,40278.14305114746
PSo (34:0),30251.3825302124,41917.32263565064,98079.52734375,31427.82216262817,44146.9027633667,115337.22924804688
PSo (34:1),23042.661659240723,28631.562034606934,48054.22296142578,22356.041454315186,13870.40085220337,52906.10385131836
PSo (34:2),26645.101978302,30277.30214691162,50544.72351074219,29800.20202255249,21125.401695251465,54109.34414672852
PSo (34:2)_2,28993.80205154419,32949.28254318237,58812.323974609375,34087.84229660034,23067.202102661133,62258.74526977539
PSo (34:4),27745.921981811523,30841.122371673584,44446.06317138672,31348.782222747803,20639.241497039795,50347.883728027344
PSo (36:2),30838.542205810547,34921.32266235352,56755.46405029297,31943.00213241577,22051.521606445312,63526.38427734375
PSo (36:3),20394.661514282227,30845.542251586918,53172.00323486328,26756.802032470703,21410.561546325684,57698.64375305176
PSo (36:4),26255.16171646118,35683.662925720215,49081.783447265625,28998.10196685791,18040.7215423584,53119.18356323242
PSo (36:5),25450.221961975098,30065.842128753666,50564.42337036133,30490.562129974365,20605.56116104126,51854.46374511719
PSo (38:0),26452.421951293945,53572.88368988037,126662.869140625,39594.12263870239,35132.10289764404,179502.59155273438
PSo (38:2),32576.642532348636,35404.76239776611,67299.18481445312,34488.66242599487,31364.942169189453,87192.8051147461
PSo (38:3),25455.581741333008,36980.023052215576,73630.32443237305,31773.24230194092,21796.70139312744,106290.8289794922
PSo (38:3)_2,29388.58187866211,43458.12328720093,66593.58486938477,30365.56206130981,26918.54206085205,64085.364654541016
PSo (38:4),23762.96176147461,34140.20235443115,60172.30380249024,29015.462032318115,21605.401496887207,64533.364318847656
PSo (38:5),25041.401653289795,25851.80184173584,46206.26348876953,27303.181930541992,17669.101329803467,48441.06317138672
PSo (38:6),23094.38164520264,29434.462200164795,48301.16320800781,25590.401695251465,20039.581504821777,56738.18347167969
PSo (40:0),33927.86237716675,59635.6838760376,73228.56451416016,39730.522830963135,30170.002151489258,80517.22552490234
PSo (40:1),26189.201740264893,45833.18311691284,60243.76428222656,32459.462230682373,30232.36176300049,68886.90533447266
PSo (40:2),23522.901767730717,34556.52219390869,52298.38391113281,28951.24183654785,22484.24171066284,71167.24523925781
PSo (40:3),23006.52183532715,52334.96401596069,183610.41137695312,59821.02407836914,93062.08519363403,559531.7231445312
PSo (40:4),24127.201690673828,33258.78211593628,54396.80340576172,28844.84208297729,17652.281482696533,51783.44415283203
PSo (40:5),24470.441787719727,33524.30237579346,48021.263244628906,26584.301990509037,18220.121047973636,50878.12377929688
PSo (40:6),26043.381954193115,41567.52252960205,119467.74816894533,40715.74273300171,23238.801780700684,129664.64981079102
PSo (40:6)_2,349125.90686798096,279834.4401741028,445752.6918945313,357477.68729400635,162176.79174804688,598811.0205078125
PSo (42:1),23803.881771087646,26293.36184310913,41972.16293334961,26750.90223693848,18124.54128265381,52466.44372558594
PSo (42:2),24477.241691589355,28288.90200805664,38749.14251708984,26898.22163772583,19622.901458740234,45507.40313720703
PSo (42:4),22861.00173187256,37326.70275115967,151613.41412353516,27135.162059783936,81384.76665115356,153850.12774658203
PSo (42:6),25561.501831054688,38600.72260284424,82345.0051574707,35488.14221954346,32629.20212554932,84356.2864074707
PSp (16:0),39630.64278793335,41732.70322036743,119935.60968017578,46687.32364273071,60950.36455154419,127918.927734375
PSp (20:0),24464.42161178589,29659.962020874023,28215.04196929932,27396.02163696289,24735.202018737797,31242.062282562256
PSp (28:0),18389.62134552002,32361.581939697266,59841.243896484375,24285.601776123047,16332.201232910156,55728.04423522949
PSp (30:1),20449.78143692017,27264.84169769287,63334.66424560547,22364.941555023197,17286.301345825195,84468.18539428711
PSp (32:1),18134.541328430176,26190.421894073486,51219.20346069336,23419.66167068481,14119.620975494385,50121.422943115234
PSp (34:4),25680.00173187256,32458.62261581421,48377.18377685547,32524.002395629883,19347.861358642574,49959.72344970703
PSp (36:5),29855.26221847534,37615.28256607056,73515.205078125,28529.561756134037,35178.0025100708,78497.30545043945
PSp (38:6),52996.843715667725,65248.32472229004,110382.3076171875,65391.80442047119,54943.10511779785,119409.0089111328
PSp (40:2),27720.36208724976,39617.46277618408,146906.04928588867,48771.50365829468,64221.18297576904,410334.3861083984
PSp (40:6),31382.882278442383,51161.74355697632,99210.9672241211,44265.6626663208,30615.742614746094,142403.79006958008
PSp (42:2),21592.88140106201,26906.321758270264,48529.12362670898,25556.841861724854,19705.161529541016,53038.28399658203
PSp (42:4),19672.841464996334,28113.481872558597,41634.4033203125,23026.541610717773,15435.1012840271,43354.12316894531
"Palmitoylcarnitine, (5Z)-13-carboxytridec-5-enoylcarnitine",2062470.00390625,2131012.852783203,2539749.9416503906,2038076.3017578125,2102820.7854003906,2218471.28125
SM (d16:1/18:1),111269.48789978027,229170.87420654297,87010.42518615723,81247.72438049316,114099.34756469728,134123.86727905273
SM (d16:1/22:1),1207193.2399902344,5437974.304656982,673306.9832458496,1503875.3660888672,2919071.771972656,2582292.0158691406
SM (d16:1/24:0),460378.3971710205,1890418.8298339844,265820.0141906738,457235.33291625977,894447.3486328125,892692.2439575195
SM (d16:1/24:1),798551.415435791,3613924.268737793,390620.3622894287,877708.0765380859,1433483.637878418,1419472.1115112305
SM (d18:0/12:0),87696.48693847656,97232.0867614746,72997.26553344727,72864.02548217773,87701.92642211914,79579.34512329102
SM (d18:0/14:0),90183.08587646484,104072.107421875,92571.00637817384,82142.14590454102,94399.74618530272,93502.2268371582
SM (d18:0/16:0),104744.42742919922,218924.4948425293,86264.16552734375,86829.80401611328,114451.8070526123,134033.7706604004
SM (d18:0/18:0),646790.3445739746,3355074.3107299805,387007.165802002,998479.635986328,1812625.467834473,2002969.9391479488
SM (d18:0/20:0),1019263.398864746,4753328.135620117,619642.6990661621,986783.2487182616,2018824.0397949216,1970696.55267334
SM (d18:0/22:0),430504.39012146,1828594.982055664,281795.0791015625,446879.0196685791,831710.0670776367,853287.6826477051
SM (d18:0/24:0),786915.3976593018,2145729.74017334,670520.4603881836,865513.1522521973,1100870.9494628906,1340864.2787475586
SM (d18:0/26:0),1587324.744140625,2151165.0393066406,1669145.35546875,1505239.4128417969,1714257.6423339844,1671651.9821777344
SM (d18:1/12:0),128768.28689575195,137950.14904785156,122527.06896972656,99529.9868774414,140406.91067504883,131846.01287841797
SM (d18:1/14:0),98306.40664672852,106191.0078125,102954.98663330078,92892.0258178711,105997.26806640624,94147.94692993164
SM (d18:1/16:0),108107.82632446288,230933.01481628415,88607.52571105957,84965.8060913086,120367.72705078124,131800.10913085938
SM (d18:1/18:0),682279.943939209,3084880.11138916,408880.98583984375,931932.4204711914,1813142.9102172847,1937364.6416015625
SM (d18:1/18:1)9Z)),602381.1047058105,3317836.9109802246,375848.6254272461,929212.705444336,1731401.8906860352,2037188.2634887693
SM (d18:1/20:0),1017063.7251586914,4682154.250610352,606570.4305419922,1066051.8616333008,2070437.1381225584,2136144.566833496
SM (d18:1/24:0),837272.7795715332,2103555.634033203,710685.7127075195,872961.7922363281,1184779.7463989258,1326063.6212768557
SM (d18:1/24:1)15Z)),957197.157836914,2870851.6364746094,783695.6101989746,962896.5946044922,1365750.3084106443,1454634.9368896484
SM (d18:1/26:0),1484328.4926757812,2116077.655517578,1569662.8957519531,1373673.2355957031,1647000.975830078,1580047.3745117188
SM (d18:1/26:1)17Z)),1380795.35546875,2156494.9729003906,1383179.431640625,1335114.1015625,1540887.0966796875,1464365.7561035156
SM (d18:2/14:0),99206.14666748048,105020.2876586914,92266.58618164062,79887.56494140625,96881.8076171875,95603.54806518556
SM (d18:2/18:1),560729.3284454346,2930172.4240722656,385964.7152709961,734168.4274902344,1577761.676574707,1714000.6220703125
SM (d18:2/20:1),1523364.2708129885,7017328.7970581055,886196.6537780762,1835263.694519043,3437455.1517333984,3600225.588699341
SM (d18:2/22:1),1575369.8083496094,7803186.95614624,1046704.5082092284,1758494.5338745115,3357379.8198242188,3452800.418548584
SM (d18:2/24:1),1016030.1765441896,3584578.825805664,794576.7158203125,1023155.2295227052,1487641.1779785156,1715608.3386230469
Stearidonyl carnitine,6570147.336914063,6580654.104492188,6382649.7568359375,5348070.927734375,8463771.866210938,7144606.3486328125
"Stearoylcarnitine, hexadecanedioic acid mono-L-carnitine ester",8761887.223632812,9134360.575195312,9743654.258789062,6859729.1611328125,11970636.8671875,11003102.81640625
TAG(48:0)_FA 16:0,355440.66455078125,323887.4404296875,403053.9760742188,309270.12451171875,434160.67578125,600059.5280761719
TAG(48:0)_FA 16:1,51248.543548583984,43864.02307128906,46494.20343017578,42086.962890625,54984.88333129883,64157.26510620117
